1534,Awam,عوام,m,تیز گھوڑا,Sharp horse
1535,Awan,اعوان,m,حامی اور مددگار,Supportive and helpful
1536,Awanah,اعوانہ,m,اُدھيڑ عُمَر، ظالم، شدید,"اُدھيڑ عُمَر, oppressor, severe"
1537,Awaqib,عواقب,m,انجام,Do
1538,Awaref,عوارف,m,خوشبو,Fragrant
1539,Awatef,عواطف,m,مہربان,Kind
1540,Awatif,عواطف,m,نوازشات کرنے والا، کرم کرنے والا، لوٹانے والا,"The bestower, the bestower, the bestower"
1541,Awazah,آویژہ,m,پاکیزہ،خالص,"Pure, pure"
1542,Awees,عویس,m,دوست,Friend
1543,Awelijama,اولجما,m,صومالی کا آدمی,Somali man
1544,Awin,آِوٰن,m,سہل، آسان,"Easy, convenient"
1545,Awj,اوج,m,اونچائی,Height
1546,Aws,اوص,m,ایک درخت کے نام,The name of a tree
1547,Awsaf,اوصاف,m,تعریف,Definition
1548,Awwad,أود,m,اجر، صلہ، تلافی,"Reward, reward, compensation"
1549,Awwal,اول,m,پہلا، شروع,"First, the beginning"
1550,Awwam,عوام,m,شناور، تیراک,"Swimmer, swimmer"
1551,Ayaad,ایاد,m,ہر وہ شے جس سے کوئی چیز قوت پکڑے,Anything from which something gained strength
1552,Ayaal,عیال,m,گلاب,گلاب
1553,Ayaan,ایان,m,مستقبل,future
1554,Ayaass,عیاث,m,شیر,Lion
1555,Ayaaz,عیاذ,m,محافظ,governor
1556,Ayad,ایاد,m,قُوّتِ حافظہ، یاد داشت، یاد,"The power of memory, remember, remember"
1557,Ayan,ایان,m,خدا کا تحفہ,God&#39;s gift
1558,Ayar,ایار,m,مدگار، دوست,"Helper, friend"
1559,Ayash,عیاش,m,امیر,Amir
1560,Ayass,عیاث,m,شیر,Lion
1561,Ayaz,ایاز,m,محمود غزنوی کا غلام,Slave of Mahmud Ghaznavi
1562,Aydan,عیدان,m,بُرا,overland
1563,Aydin,ایدین,m,روشنی ڈالیواضع کیا، روشن خیال، صاف,"Clear ڈ Kiya position, clear imagination, smooth"
1564,Ayeed,عائد,m,واپس آنا,Come back
1565,Ayer,عائر,m,زیادہ,More
1566,Ayinde,آییندے,m,ہم تعریف کرنے رہے اور وہ آیا,We kept praising and he came
1567,Ayishah,عائشہ,m,آسودہ حال، خُوش، مَسرُور,"Comfortable, happy, joyful"
1568,Ayiyar,اییار,m,دوست، معاون، مدگار,"Friend, helper, helper"
1569,Ayiyat,اییات,m,یاد، قُوّتِ حافظہ، یاد داشت,"Memory, the power of memory, remembered"
1570,Ayman,ایمن,m,خوش نصیب، اقبال مند، قسمت کا دھنی,"Good luck, good luck, good luck"
1571,Aynuddin,ایندین,m,ایمان کا ماخذ (اسلام),The Source of Faith (Islam)
1572,Aynulhayat,اینول حیات,m,بہار، زندگی,"Spring, life"
1573,Aynun Naim,اینوں نعیم,m,نعمت کا سَر چَشمَہ,The source of blessing
1574,Ayooq,عیوق,m,روشن ستارہ,Bright Star
1575,Ayoos,عیوث,m,شیر,Lion
1576,Ayoub,ایوب,m,نوکری,Job
1577,Ayser,ایسر,m,دولت مند,Government
1578,Aysoom,عیصوم,m,بھوکا,Hungry
1579,Aytan,ایتن,m,خطاب کرنے والا، خطیب، مقرر,"Speaker, Speaker, Speaker"
1580,Ayub,ایوب,m,ایک نبی کا نام,The name of a prophet
1581,Ayur,ایّور,m,مشرقی ہوا,East wind
1582,Ayyan,ایان,m,خدا کا تحفہ,God&#39;s gift
1583,Ayyash,ایش,m,روٹی فروخت کنندہ,Bread seller
1584,Ayyaz,ایاز,m,محمود غزنوی کے غلام کا نام,Name of the slave of Mahmud Ghaznavi
1585,Ayyub,ایوب,m,ایک پیغمبر کا نام,The name of a prophet
1586,Ayyuq,اایوق,m,ستھرا، خُوش نُما,"Clean, cheerful"
1587,Ayzar,عیزار,m,مضبوط,Strong
1588,Aza,عضہ,m,آرام، تسکین,"Calm, relief"
1589,Azaam,عظام,m,اعلیٰ ٬مرتبہ، بلند مرتبہ، ذی مرتبہ، عظمت کرنا,"Exalted, exalted, exalted, exalted"
1590,Azaan,اذان,m,عبادت و ریاضت کرنے والا,Worshiper
1591,Azaar,آذار,m,چھٹا رومی مہینہ ، چیت یا مارچ کا مہینہ,"The sixth Roman month, the month of Chit or March"
1592,Azab,عذاب,m,تلوار، دلکش، خوشگوار,"Sword, charming, pleasant"
1593,Azad,آزاد,m,فارغ٬خودمختار٬بے قید، آزاد، بری، خود سر,"Graduate self-restrained, free, free, self-sufficient"
1594,Azad Ahmed,آزاد احمد,m,جو پابند نہ ہو,Which is not bound
1595,Azaf,آزف,m,قریب ہونا,To be close
1596,Azahir,آزاہر,m,پھول,the flower
1597,Azaim,عظام,m,بڑا,Great
1598,Azain,ازین,m,سجاوٹ، آرایش، آراستگی,"Decoration, decoration, adornment"
1599,Azal,عزال,m,نصیحت کرنے والا، ہمیشگی، جس کا کوئ آغاز نہیں,"Adviser, eternity, with no beginning"
1600,Azam,اعظم,m,بہت بڑا,too big
1601,Azamann,ازامنن,m,بے اِنتہا، بے حَد، لامحدود,"Infinite, infinite, infinite"
1602,Azan,اذان,m,مسلمان نماز کیلئے بلاتا ہے,The Muslim calls for prayer
1603,Azar,عضر,m,آگ٬ گرمی، تپیش، شعلہ,"Fire, heat, flame"
1604,Azaran,ازاران,m,ایک چھوٹی پارسی آگ مندر کے نام,The name of a small Parsi fire temple
1605,Azarang,ازارنگ,m,چمک، روشن,"Shine, bright"
1606,Azarbod,عذربود,m,آگ کے خدا,God of fire
1607,Azartash,عذرتاش,m,ایک چھپکلی نما,A lizard-like
1608,Azb,عزب,m,میٹھا، لذیذ، مزیدار,"Sweet, delicious, delicious"
1609,Azbah,عذبہ,m,جھنڈا,Flag
1610,Azbak,عذبک,m,خود مختار، خود اختیاری,"Autonomous, voluntary"
1611,Azban,آزبن,m,آرائیش,Decoration
1612,Azd,ازد,m,دادرسی، مدد گار,"Proceedings, assistance Gar"
1613,Azd-Dul-Dola,عضد الدولہ,m,ایک بادشاہ کا نام,The name of a king
1614,Azduddaulah,ازاددولاح,m,سلطنت کا مدد گار,Emperor&#39;s helper
1615,Azeem,عظیم,m,بڑا بزرگ,Big old
1616,Azeez,عزیز,m,محبوب،پیارا,"Beloved, dear"
1617,Azer,آذر,m,کسی شے کو گھیرنا ، آگ,"Surrounding something, fire"
1618,Azfar,اظفر,m,فتح مند٬کامیاب و کامران، خُوشبُودار، ظفر یاب,"Conquest of Kamyab and Kamran, Khoshboodar, Zafar Yab"
1619,Azfer,اذفر,m,بزرگ۔ مقبول لوگ,Elderly. Popular people
1620,Azghan,ازغان,m,"مامن، , وفادار,","Mom,, faithful,"
1621,Azhaan,اذہان,m,دانشمند، سمج، ظرافت,"Scientist, stubborn, delicacy"
1622,Azhab,اذہاب,m,سنہرا۔ سونا۔ گولڈن,Gold Gold Golden
1623,Azhad,ازہاد,m,محبت کرنا,To love
1624,Azhaf,أزحف,m,بہادر، بہترین، شرفا,"Brave, excellent, noble"
1625,Azhar,اظہر,m,روشن، چمکدار,"Bright, shiny"
1626,Azharan,أزهران,m,ایک جیسےسورج اور چاند,The sun and the moon alike
1627,Azher,ازہر,m,چمکیلا۔روشن۔منور۔نورانی,"Shining, illuminated, illuminated"
1628,Azhhar,اظہر,m,خوب ظاہر,Very clear
1629,Azhmeer,ازحمیر,m,چالاک، ہوشیار,"Clever, smart"
1630,Azib,عاظب,m,کَنوارا، غير شادی شُدَہ,"Kanwara, not happy"
1631,Azid,آزد,m,باز ہونا ہتھیار باندھنا,To give up
1632,Azif,ازیف,m,گَوَّيا، موسیقار، سازندہ,"Cowboy, musician, composer"
1633,Azig,ازیگ,m,ہوشیار,Be careful
1634,Azil,عازل,m,سرزش کرنے والا، ملامت كرنے والا,"The one who rebukes, the one who rebukes"
1635,Azim,عظیم,m,ارادہ کرنے والا,Intended
1636,Azimah,عظیمہ,m,با عزت,With dignity
1637,Azimushshan,عزیمششان,m,عظیم الشان,Great
1638,Aziz,عزیز,m,محبوب، قابل عزت,"Popular, honorable"
1639,Azizi,عزیزی,m,قیمتی، بیش بہار,"Precious, springy"
1640,Azizullah,عزیزاللہ,m,اللہ کا عزیز,Dear of allah
1641,Azki,اذکی,m,دانشمند۔عقل مند۔سمجھدار,The wise scientist
1642,Azlan,أزلا,m,شیر، ببر شیر,"Milk, tiger milk"
1643,Azlat,عزلت,m,تنہائی,Loneliness
1644,Azli,ازی,m,شروع سے,From the beginning
1645,Azm,عظم,m,بزرگی، بڑائی، شان,"Greatness, greatness, glory"
1646,Azmaar,ازمار,m,غصے سے سرخ ہونا,Being red with anger
1647,Azmaray,زمارے,m,زمرے کے مختلف )شیر(,Different categories (Lion)
1648,Azmat,عظمت,m,بزرگی بڑائی,Greatness
1649,Azmatt,عظمت,m,بزرگی، بڑائی، قدرو منزل,"Greatness, greatness, dignity"
1650,Azmeer,ازمیر,m,چالاک، دین دار، پارسا,"Agile, religious, pious"
1651,Azmet,عظمت,m,قدر,Qadr
1652,Azmi,عزمی,m,وہ جو وعدے کا پکا ہو,The one who is true to his word
1653,Azmi Ushan,عظیم الشان,m,بڑی شان والا,Very glorious
1654,Azoom,عزوم,m,شیر,Lion
1655,Azraf,أذرف,m,زیادہ نفیس، زیادہ خوبصورت,"More sophisticated, more beautiful"
1656,Azrang,اذرنگ,m,روشن۔منور۔نورانی,Ron۔منور۔نورانی
1657,Azraq,أزرق,m,نیلا، پیغمبر کے صحابی کا نام,"Blue, the name of the Companion of the Prophet"
1658,Azraqi,أزرقی,m,انہوں نے مکہ کی تاریخ اور جغرافیہ پر ایک اختیارتھا,He had an authority on the history and geography of Makkah
1659,Azrim,آزرم,m,حیا، شرم ، صلح,"Shame, shame, peace"
1660,Azud,ازود,m,اوپری بازو، قوت، طاقت,"Upper arm, strength, power"
1661,Azududdawlah,ازد دولہ,m,ریاست کی طاقت,Head of Taqat
1662,Azududdin,ازود دین,m,دین کی حمایت کرتے ہیں (اسلام),Support religion (islam)
1663,Azuiti,ازیتی,m,اہرمزد کی بیوی,Ahramzad&#39;s wife
1664,Azyal,اذیال,m,دامن,Skirt
1665,Azzaam,اعظم,m,ثابت قدم، پُر عزم,"Steadfast, determined"
1666,Azzaar,عذار,m,گال,گال
1667,Azzaf,عزاف,m,گرج چمک، بادل,"Thunder, lightning, clouds"
1668,Azzal,عذال,m,نصیحت کرنے والا,Counselor
1669,Azzam,عزام,m,پُر عزم,Full of determination
1670,Azzar,عضر,m,خوش قسمت,Good episode
1671,Azzat,عزت,m,بیش قیمت، قیمتی,"More price, price"
1672,Azzeer,عذیر,m,فنکار,Artist
1673,Azzeez,عضیض,m,مشابہ,Similar
1674,Azzir,عذیر,m,فنکار,Artist
1675,Azzm,عظم,m,قدر,Qadr
1676,Azzra,عذرا,m,گال,گال
1677,Baabar,بابر,m,شیر، جنگل کا بادشاہ,"The lion, the king of the jungle"
1678,Baadir,بادر,m,روشَن، چمکتا ہُوا، بہت عُمدہ,"Bright, shining, very beautiful"
1679,Baadiyah,باديه,m,ایک سہہییہ کا نام,The name of a signature
1680,Baahi,باهي,m,نمایاں، پر شکوہ، شاندار,"Prominent, magnificent, magnificent"
1681,Baahir,باہر,m,درخشاں، منور,"Shining, enlightened"
1682,Baaligh,بالغ,m,بڑا، بالغ، جوان,"Big, mature, young"
1683,Baani,بانی,m,بانی، مُوجد,"Founder, Existing"
1684,Baaqir. Baqeer,باقیر,m,دل لگا کے سکھنا، ذہین,"Learning by heart, intelligent"
1685,Baariq,باریک,m,چمکتا ہُوا، چَمَک، روشن,"Shining, shining, bright"
1686,Baasim,باصم,m,مسکرانا,Smile
1687,Baaz,باز,m,باز، شاہیں، شکرہ,"Eagles, kings, thanks"
1688,Bab,باب,m,دادا، نانا,"Dada, Nana"
1689,Baba,بابا,m,باپ، بزرگ، پیارا بچہ,"Father, elder, dear child"
1690,Babak,بابک,m,شاہناما میں ایک کردار,A character in Shahnameh
1691,Babal,بابل,m,باپ,Father
1692,Babar,بابر,m,بہادر،دلیر,"Brave, courageous"
1693,Baber,بابر,m,مشیر، سادہ دل,"Counselor, simple hearted"
1694,Babgha,بابغہ,m,طوطا,parrot
1695,Babi,بابی,m,صوفی سینٹ باب کے پیروکاروں,Followers of the Sufi Saint Bob
1696,Babik,بابک,m,قانون، ایک بادشاہ کا نام,"Law, the name of a king"
1697,Babr,بابر,m,چیتا، باگھ، شیر,"Cheetah, baguette, milk"
1698,Babrak,بابراک,m,پھول,the flower
1699,Babu,بابو,m,باپ، مالک، حاکم,"Father, master, ruler"
1700,Babul,بابُل,m,خدا کا دروازہ,God&#39;s door
1701,Bachar,بچر,m,وہ جو خوشی دے,The one who gives happiness
1702,Bachra,بچرا,m,شادمانی، خُوشی,"Happiness, joy"
1703,Bachram,بچرام,m,پانچویں آسمان کا ستارہ,The fifth star in the sky
1704,Badadargar,بددرگر,m,ہوا کو آگ میں بدلنا,Turning air into fire
1705,Badarqa,بدرقہ,m,پیشوا,پیشوا
1706,Badasi,بدیسی,m,غیر ملکی,Non-real estate
1707,Badee,بدیع,m,انوکھا نادر، نئی بات,"Rare, new thing"
1708,Badeeh,بادیہ,m,عجیب، حیرت انگیز، نہایت عمدہ,"Strange, wonderful, wonderful"
1709,Badeel,بدیل,m,ایک مشہور دانا، عقل مند,"A famous sage, wise"
1710,Badeen,بدین,m,تندرست، قوی,"Healthy, strong"
1711,Badehi,بدیہی,m,صاف,صاف
1712,Bader,بدر,m,چودھویں رات کا چاند,The moon of the fourteenth night
1713,Badgarjae,بدگرجایہ,m,ہوا کا خالق,Creator of air
1714,Badi,بادی,m,بانی، موجد,"Founder, creator"
1715,Badi Al Zaman,بدی ال زمان,m,وقت کا چمتکار,The miracle of time
1716,Badiah,بادیہ,m,صحرا,Desert
1717,Badialzaman,بدی الزمان,m,وقت کا چمتکار,The miracle of time
1718,Badir,بادیر,m,چمکتا ہُوا، روشَن، بہت عُمدہ,"Shining, bright, very beautiful"
1719,Badiul Alam,بدول عالم,m,دنیا میں منفرد,Unique in the world
1720,Badiuzzaman,بدی الزمان,m,تیموری حکمران,Timurid ruler
1721,Badiy,بادی,m,سب سے پہلے، نئی,"First, new"
1722,Badoo,بدو,m,بدوی,primitive
1723,Badpa,بادپا,m,تیز رفتار گھوڑا,High speed horse
1724,Badr,بدر,m,چودھَويں کا چاند، پورا چاند,"The fourteenth moon, the full moon"
1725,Badr Aldin,بدر الدین,m,اللہ کی قیادت میں,Under the leadership of Allah
1726,Badr E Alam,بدرعالم,m,دنیا کا پورا چاند,The full moon of the world
1727,Badran,بدران,m,سب سے خوبصورت,The most beautiful
1728,Badraqa,بدرقہ,m,رہبر٬رہنما ٬قیادت کرنے والا، آسرا، سہارا، رہبر,"Leader, Leader, Leader, Support, Support, Leader"
1729,Badri,بدری,m,ہندووں کے ایک بڑے دیوتا,A great deity of the Hindus
1730,Badru,بدرُو,m,پورا چاند، چودھَويں کا چاند، بَدَر,"Full moon, fourteenth moon, Badar"
1731,Badrud Duja,بدرد دوجا,m,سیاہ کا پورا چاند,Full moon
1732,Badrudeen,بدرُدین,m,ایمان کا مکمل چاند,The full moon of faith
1733,Badrudin,بدرُوالدین,m,ایمان کی مکمل چاند,The full moon of faith
1734,Badseer,بادسیر,m,نیک شخص،معزز,"Nice person, dear"
1735,Badshah,بادشاہ,m,سردار، سلطان، استاد,"Sardar, Sultan, Master"
1736,Baeenah,بعینہ,m,عین مین,عین مین
1737,Baeer,بعیر,m,اونٹ,Camel
1738,Bag,بیگ,m,تخلیق کار، موجد، خالق,"Creator, inventor, creator"
1739,Bagdat,بگدت,m,خدا نے پیدا کیا,God created
1740,Baghawi,بغاوی,m,رہائش گاہ باغ یا بغشر,Residence garden or garden
1741,Baghel,باغیل,m,بيل، گائے,"Bell, cow"
1742,Baghl,بغل,m,سانڈ، نرگاﺅ,"Bull, Narga"
1743,Baha,بہا,m,منور,blooming
1744,Bahaa,بہاء,m,مول، قیمت، روشنی,"Mole, price, clarity"
1745,Bahaadur,بہادر,m,بہادُر، دلیر,"بہادُر, دلیر"
1746,Bahaaldin,بہالدین,m,ایمان کی شان و شوکت,Iman Ki Shan and Shaukat
1747,Bahadar,بہادر,m,دلیر،نڈر,"Brave, fearless"
1748,Bahador,بہادر,m,تعظِیم، عِزّت ماّب، بہادر,"Respect, honor, bravery"
1749,Bahadur,بہادر,m,دلیر,Brave
1750,Bahajat,باہاجت,m,اچھا نظر آنا، دلکش,"Looks good, charming"
1751,Bahauddaulah,بہاؤدولحہ,m,بادشاہی زیور,Royal ornament
1752,Bahauddawlah,بہدولہ,m,ریاست کی چمک دمک,The brilliance of the state
1753,Bahauddin,بہوددیں,m,دین کی چمک )اسلام(,The radiance of religion (Islam)
1754,Bahaudeen,بہادالدین,m,ایمان کی شان و شوکت,Iman Ki Shan and Shaukat
1755,Bahaudin,بہاؤالدین,m,ایمان کا پورا چاند,The full moon of faith
1756,Bahbuh,بہبُو,m,خوش، خوش مزاج,"Good, good mood"
1757,Baheen,بہین,m,عالی مقام، اعلٰی شان، عظیم الشان,"High-ranking, supreme, great"
1758,Baher,باہِر,m,شاندار,Wonderful
1759,Bahera,بہیرہ,m,شاندار، گراں قیمت، عُمدہ,"Excellent, expensive, excellent"
1760,Bahgat,بہغت,m,خُوشی، مُسرّت، راحت,"Happiness, ease, comfort"
1761,Bahhas,بہاس,m,فاضَل، مُحقِق ۔، عالِم,"Fadil, Muhaqiq ۔, Scholar"
1762,Bahij,بہاج,m,شاندار، خوبصورت,"Stunning, beautiful"
1763,Bahim,باہیم,m,صاف، خالص,"Smooth, pure"
1764,Bahir,باہر,m,چمک دار، نُور افشاں، چمکیلا,"Shiny, shining, shining"
1765,Bahiran,بہیران,m,علی الاعلان، اعلانیہ، کھلم کھلا,"Advertisement, announcement, open"
1766,Bahis,باہس,m,فتیش کُنِندہ، مُتلاشی,"فتیش کُنِندہ, مُتلاشی"
1767,Bahiyat,باھیت,m,بیش بہار، بیش قیمت,"More bar, more price"
1768,Bahiyud Din,بھید دن,m,درخشاں، روشن,"Bright, bright"
1769,Bahiyudeen,باہیادالدین,m,ایمان کی شان و شوکت,Iman Ki Shan and Shaukat
1770,Bahiyudin,باہیا الدین,m,ایمان کی شاہ وشوکت,King Vishwakat of faith
1771,Bahjat,بہجت,m,خُوشی، مُسرّت,"Khoshi, Musrat"
1772,Bahlawan,بہلوان,m,بازی گَر، قَلاباز، جُست بازی,"Play, play, play, play"
1773,Bahlol,بہلول,m,راہ نُما,Path
1774,Bahman,بہمن,m,ایرانی کیلنڈر کے 11th مہینے کا نام,Name of the 11th month of the Iranian calendar
1775,Bahmat,بہمت,m,بَکری کا بَچَّہ، میمنا,"The kid, the lamb"
1776,Bahoo,باہو,m,عصا٬چھڑی، لاٹھی,"Staff, stick"
1777,Bahr,بحر,m,سمندر، بحر,"salamander, sea"
1778,Bahram,بہرام,m,اس کے علاوہ سیارے مریخ، شاہناما میں ایک کردار,"Also a character in the planet Mars, Shahnameh"
1779,Bahrawar,بحرور,m,شير دِل، بَہادُر، دَلير,"Sher Del, Bhadur, Diller"
1780,Bahroz,بہروز,m,خوش قسمت,Good episode
1781,Baht,بحت,m,پاک، ملاوٹ سے پاک ۔,"Pure, free from adulteration."
1782,Bahuj,باہُوج,m,حسین، خُوش وضع,"Hussein, happy situation"
1783,Bahur,باہُر,m,شدید گرمی,Extreme heat
1784,Bahz,باہز,m,بن حکیم کا نام,Ibn Hakim Ka Nam
1785,Bahzar,باہزر,m,عظیم الشان، شان دار، اعلٰی,"Great, honorable, supreme"
1786,Bai,بای,m,خدا، رب,"God, Lord"
1787,Baiaspan,بیاسپن,m,پیغام رساں، پیغامبر، پیام بر,"Messenger, Messenger, Messenger"
1788,Baid,باید,m,خدا کا ایک اور نام,Another name for God
1789,Baidar,بیدر,m,مُحتاط، روشن خیال، روشن ضمیر,"Cautious, clear-minded, clear-minded"
1790,Baies,باعث,m,اٹھانے والا,Lifting
1791,Baig,بیگ,m,سردار، امیر کے بیٹے,"Sardar, son of Amir"
1792,Baihas,بئہاس,m,مستحکم، بہادر,"Stable, brave"
1793,Bairagi,بیراگی,m,فقیر,Poor
1794,Bairan,بیرن,m,بھائی,brother
1795,Bairaq,بیرق,m,جھنڈا,Flag
1796,Bairbel,بیربل,m,قیمتی جواہر٬قیمتی پتھر، گوہر، نایاب,"Precious Gems, Precious Stones, Gems, Rare"
1797,Bairoz,بیروز,m,سربز٬پتھر، ایک سر سبز پتھر,"Stone, a head of green stone"
1798,Baitar,بیطار,m,سلوتری,Cellular
1799,Baiz,بیاز,m,سود,Profit
1800,Bajal,باجل,m,رہنے والا,Living
1801,Bajala,بعجلہ,m,معزز، عزت کرنا,"Respect, respect"
1802,Bajen,باجن,m,ڈھول تاشے,Drum beats
1803,Bajih,بجیح,m,خوش ہونا، مسرُور ہونا، شاداں ہونا,"To be happy, to be happy, to be happy"
1804,Bajul,بجُل,m,مکرم، احترام کرنے والا,"Honorable, respectful"
1805,Bak,بک,m,موجد، خالق، تخلیق کار,"Inventor, creator, creator"
1806,Bakeet,بقیت,m,محبوب، آشنا، بار ۔,"Popular, Familiar, Times۔"
1807,Bakhat,بخت,m,قسمت، اقبال,"Episode, Iqbal"
1808,Bakhoor,بخور,m,خوشبو,Fragrant
1809,Bakhsh,بخش,m,حصہ بخشنے والا، عطا کرنا,Contributor
1810,Bakhshi,بخشی,m,حساب رکھنے والا,Accountant
1811,Bakht Awar,بخت آور,m,خوش قسمت,Good episode
1812,Bakht Rasa,بخت رسا,m,قسمت کا دھنی، اقبال مندی، خوش نصیبی، بخت آور,"Lucky part, luck, good luck, lucky"
1813,Bakht Rawan,بخت رواں,m,بدلتی قسمت کے مالک,Owners of changing fortunes
1814,Bakhtaawar,بختاور,m,مبارک، خوش قسمتی,"Congratulations, good luck"
1815,Bakhtar,باختر,m,چاند کا ایک اور نام,Another name for the moon
1816,Bakhtawar,بختاور,m,خوش قسمت، خوش نصیب,"Good luck, good luck"
1817,Bakhtawer,بختاور,m,صاحب نصیب، اقبال مند,"Good luck, lucky"
1818,Bakhtiaar,بختیار,m,اقبال مند، خوش نصیب,"Lucky, lucky"
1819,Bakhtiar,بختیار,m,خوش قسمت، صاحب اقبال,"Good luck, lucky"
1820,Bakhtiyar,بختیار,m,خوش نصیب، خوش قسمت,"Good luck, good luck"
1821,Bakhur,بخُور,m,عطر، خوشبو,"Perfume, fragrant"
1822,Bakkah,بکہ,m,مکہ کا پرانا نام,The old name of Mecca
1823,Bakkar,بکار,m,وہ ابنِ احمد تھا,He was Ibn Ahmad
1824,Bakor,بکُر,m,اونٹ,Camel
1825,Bakr,بکر,m,اونٹ,Camel
1826,Bakraj,بکراج,m,کافی کے برتن,Coffee pot
1827,Bakri,بکری,m,جو ایک جلدی کام شروع کرتا ہے,Which starts a hurry
1828,Bakur,باکُر,m,موسم بہار کی پہلی بارش,The first rain of spring
1829,Bakurah,باکورہ,m,"اِبتَدا , پہلا سَبَب , شُروع کا مَرحَلَہ , فجر، طلوع صبح","Initially, the first reason, the beginning stage, dawn, dawn"
1830,Bal,بل,m,قلب، نفس، رُوح,"heart, soul, soul"
1831,Balagh,بالاغ,m,ایک پیغام کی سپُردگی,Delivery of a message
1832,Balaj,بالاج,m,چمک، روشن ہونا,"Shine, be bright"
1833,Balak,بلک,m,پرندوں کے پر,On the birds
1834,Balam,بالم,m,ہنس مکھ، خُوش طبعیت، خُوش اخلاق، خوش مزاج,"Humorous, cheerful, cheerful, cheerful"
1835,Balaq,بلاق,m,رنگ کے مختلف قسم,Variety of colors
1836,Balas,بلاس,m,فرحت,I was happy
1837,Balay,بلے,m,کگر یا اولتی,Keger or Olti
1838,Balban,بلبن,m,ایک لقب,A title
1839,Baleegh,بلیغ,m,فصیح، شوخ، واضح,"Eloquent, witty, clear"
1840,Baleel,بلیل,m,نمی، نبی میں سے ایک,"Moisture, one of the prophets"
1841,Balhara,بلہارا,m,بادشاہوں کا بادشاہ,King of kings
1842,Baligh,بلیغ,m,خوش گفتار,Good Speech
1843,Balj,بلج,m,خُوش، ایک حدیث کو بیان کرنے والا اس نام کو رکھتے ہیں,"Happily, the narrator of a hadith has this name"
1844,Baljat,بلجت,m,چمکیلا پن,Brightness
1845,Balk,بلک,m,آگ,Fire
1846,Balwan,بلوان,m,مضبوط,Strong
1847,Bamba,بمبا,m,نہر,Canal
1848,Bamdad,بامداد,m,سَويرے، صبح,سَويرے ، صبح
1849,Bamdat,بمدت,m,طلوع صبح، فجر، سویرا,"Dawn, dawn, dawn"
1850,Bamik,بمک,m,بہت خوب,Brilliant
1851,Banash,بانش,m,سختی کرنے والا,Hardening
1852,Banda,بندہ,m,خادم,Servant
1853,Bandak,بندک,m,نُوکر، خادَم، غلام,"The servant, the servant, the slave"
1854,Banga,بنگا,m,مخمورجام,Makhmurjam
1855,Bani,بنی,m,بچوں,Children
1856,Banka,بانکا,m,نخرے والا، متلاشی,Flirtatious
1857,Banna,بنّا,m,تَعمير کَرنے والا,Builder
1858,Banumaiti,بنمیتی,m,تيز طَبَع، روشَن فِکَر، روشن,"Sharp, clear-minded, enlightened"
1859,Bapoo,باپو,m,باپ,Father
1860,Baqal,باقل,m,وہ شخص جس کی داڑھی نکل رہی ہو,The person whose beard is growing
1861,Baqat,بقت,m,گُلدستہ,bouquet
1862,Baqi,باقی,m,اللہ تعالیٰ کا صفاتی نام، زندہ، بچا ہوا،,"The attribute name of Allah Almighty, alive, surviving,"
1863,Baqil,باقل,m,نوجوان، نو عمیر، خوبرو,"Young, young, handsome"
1864,Baqir,باقر,m,بہت بڑا عالم,Great scholar
1865,Baqr,باقر,m,شیر,Lion
1866,Bar,بار,m,نیک,نیک
1867,Baraat,برات,m,کفالت، حفاظت اطمینان,"Sponsorship, assurance protection"
1868,Barad,بارد,m,مال غنیمت,Mal booty
1869,Barahim,باراہیم,m,انسانوں کے باپ,Father of men
1870,Baraj,بارج,m,خوبرو، خُوش قطع,"Good, quiet room"
1871,Barak,بارک,m,برکت والا،نعمت والا,"High blessing, great blessing"
1872,Barakaat,براقات,m,فضل، کثرت، کامیابی,"Grace, plurality, success"
1873,Barakat,برکات,m,نعمتِ,your blessing
1874,Barakatullah,برکاتللہ,m,اللہ کی رحمتیں,God&#39;s blessings
1875,Baram,بیرم,m,خوشیاں مناتا,Celebrate happiness
1876,Baraq,براق,m,ہوشیار٬چمکدار٬صاف شفاف، روشن، بے داغ، ذہین,"Clever, shiny, clear, transparent, bright, spotless, intelligent"
1877,Barar,برار,m,پھل لانے والا,Fruit bearer
1878,Bararat,برارت,m,دین دار، صادق، سچا,"Dindar, Sadegh, Sacha"
1879,Baraz,بارز,m,آشکار,Obvious
1880,Barbat,بربت,m,بین، طنبورا، بربط,"Bin, Tanbura, Barbat"
1881,Barbut,بربط,m,آلہٴ موسیقی,Musical instruments
1882,Bardia,بردیہ,m,شہزادہ کا نام,The name of the prince
1883,Baree,بری,m,آزاد، جہنم سے آزاد,"Free, free from hell"
1884,Bareed,برید,m,قاصد٬ایلچی ٬پیغام رساں، ۔ پیام بر، ہرکارہ,"Messenger, Messenger. Message, everyone"
1885,Bareeq,بریق,m,روشنی، چَمَک، چمک دمک,"Light, glitter, glitter"
1886,Bareh,بارح,m,جگہ سے ہٹنا,Get out of place
1887,Baresham,برشام,m,ریشم,Silk
1888,Barhamat,برحامت,m,کلی,General
1889,Bari,باری,m,پیدا کرنے والا، اللہ تعالیٰ کا صفاتی نام,"Creator, the attribute name of Allah Almighty"
1890,Barij,باریج,m,اچھا ملاح,Good sailor
1891,Barinkar,برینکر,m,قسمت کا خالق,قسمت کا خالق
1892,Bariq,باریق,m,درخشاں، چمکتا ہوا، دمکتا ہوا,"Shining, shining, shining"
