num.,name,arabic,sex,meaning
1731,Chashmi,چشمی,f,دیکھنے والا
1732,Chashni,چاشنی,f,میٹھی چیز،شیرینی،چاشنی
1733,Chasmi,چشمی,f,آنکھ والی،نور والی،نظر والی
1734,Cheena Begum,چینا بیگم,f,نشہ
1735,Cheeoli,چیولی,f,ریشم
1736,Cheeri,چیری,f,خادمہ،ملازمہ
1737,Cheesi,چیسی,f,خوبصورت
1738,Cheesy,چیسی,f,قوت
1739,Chehal,چہل,f,خوش
1740,Chehr Zad,چہر زاد,f,حسین، خوبصورت
1741,Chehra,چہرہ,f,روشن
1742,Chehra Khaiz,چہرہ خیز,f,روشن
1743,Chehra Khez,چہرہ خیز,f,روشن،منور
1744,Chehra Kusha,چہرہ کشا,f,مصور
1745,Chehrazad,چہرازاد,f,حُمائی کا ایک اور نام
1746,Chehrazadi,چہرہ زادی,f,اچھے چہرے والی،روشن صاف چہرے والی، منور چہرہ
1747,Chehrzaad,چہرزاد,f,خوبصورت
1748,Chenchal,چنچل,f,شرارتی
1749,Cheoli,چیولی,f,ریشمی کپڑا
1750,Chereen,چیریں,f,"عزیز , محترم"
1751,Chesi,چیسی,f,خوبصورت،حسین
1752,Chhaon,چھاؤں,f,سایہ
1753,Chhoor,چھور,f,کنارہ
1754,Chiragh Bi Bi,چراغ بی بی,f,چاند جیسی روشن
1755,Chiragh Bibi,چراغ بی بی,f,روشن خاتون،نیک ختون
1756,Chitwan,چتون,f,نظر
1757,Chodaani,چودانی,f,زیور
1758,Chodass,چودس,f,چودھویں
1759,Chopahal,چوپہل,f,گود
1760,Choujj,چوج,f,عجوبہ انوکھا، نفاست، نزاکت، حسن
1761,Chuchak,چوچک,f,ایک مشہور ملکہ کا نام
1762,Chushida,چشیدہ,f,چکھا ہوا، تجربہ کار
1763,Cyra,کیرا,f,سورج یا عرش
1764,Da'asah,داعصہ,f,مقابلہ
1765,Daabrah,دابرہ,f,پیچھے چلنا
1766,Daadbakhshi,دادبخشی,f,عادل
1767,Daajan,داجن,f,کھینچنا
1768,Daajiyah,داجیہ,f,اچھی طرح سے رہنے والے
1769,Daaliyah,دالیہ,f,خوبصورت پھول
1770,Daamaan,دامان,f,کنارہ
1771,Daamlah,داملہ,f,نرم
1772,Daanesh,دانش,f,عقل
1773,Daaniaa,دانیا,f,دینے والا
1774,Daanist,دانست,f,دانشمند
1775,Daaradah,دارادہ,f,محبوب
1776,Daarai,دارائی,f,حکمرانی
1777,Daasaa,داثا,f,غلام
1778,Daat,داٹ,f,مضبوط
1779,Daawri,داوری,f,حکومت
1780,Dabeer-Ul-Mulk,دبیر الملک,f,ایک لقب
1781,Dabira,دابرہ,f,پیچھے پیچھے چلنے والی
1782,Dabistan,دبستان,f,باغ
1783,Dadbakhsh,دادبخش,f,انصاف کرنے والا
1784,Dadkusstar,دادکستر,f,جج
1785,Dadras,دادرس,f,جج
1786,Daebaan,دائبان,f,رات اور دن
1787,Daema,دیما,f,"نظر , بصارت , آنکھیں"
1788,Daena,دینہ,f,الہی علم
1789,Dafass,دفص,f,چمک
1790,Dafeenah,دفینہ,f,پوشیدہ خزانہ
1791,Dafiya,دافعیہ,f,حدیث کے راوی
1792,Dafiyah,دافیہ,f,حدیث کے راوی
1793,Dahab,دہاب,f,زر
1794,Daiba,دیبا,f,"ثابت قدمی, قائم ,"
1795,Daieba,دیبا,f,محنتی
1796,Daiena,دائنہ,f,قرضہ دینے والی
1797,Daima,دائمہ,f,ہمیشہ رہنے والی،ابدی،لازوال
1798,Daimah,دائمہ,f,ہمیشہ
1799,Daina,دائنہ,f,عطا کرنیوالی
1800,Dainah,دائنہ,f,قرضہ دینے والا
1801,Daisa,داعصہ,f,عزت میں مقابلہ کرنے والی
1802,Daivia,دیویا,f,محبوب،معشوق
1803,Daiwan,دیون,f,زمین و آسمان کی بیٹی
1804,Daiya,داعیہ,f,اسلام کے لئے نقيب
1805,Dajiah,داجیہ,f,اندھیری رات
1806,Dajlaah,دجلہ,f,ایک دریا کا نام
1807,Dakhlaah,دخلہ,f,قطرہ
1808,Dalam,دلام,f,سیاہ
1809,Dalia,دلیہ,f,ایک شاخ
1810,Daliya,دلیہ,f,میکسیکو کا ایک پلانٹ
1811,Daliyah,دلیہ,f,درخت کی شاخ
1812,Dama,داما,f,"ساگر , سمُندر , دریا"
1813,Damaa,داماء,f,سمندر
1814,Damamah,دمامہ,f,نظارہ
1815,Damas,دماس,f,ڈھانپ لینے والی، پوشیدہ کرنے والی،چھا جانے والی
1816,Dameetha,دمیتہا,f,سادہ اورایک اچھے آداب میں سے
1817,Dami,دمی,f,"دانائی , عقلمندی , خالق"
1818,Damiah,دامیہ,f,شکاری
1819,Damik,دمک,f,"میدان , زمین"
1820,Damina,دمینا,f,امیر کبیر
1821,Daminaa,دمینا,f,امیر
1822,Damlah,دملہ,f,قطرہ
1823,Damnah,دمنہ,f,سبزہ
1824,Damrazi,دمریزی,f,پھل
1825,Damsa,دمسہ,f,سفید رنگ کا ریشم
1826,Damsaaz,دمساز,f,دوست
1827,Daneen,دانین,f,شہزادی،رانی ، شاہ بیگم
1828,Dania,دانیا,f,قریب ہونیوالی
1829,Danyah,دنیاه,f,"پورا کرنا , تکمیل کرنا,"
1830,Danyaz,دنیاز,f,سمندر
1831,Daraazi,درازی,f,لمبا
1832,Darakhshan,درخشاں,f,روشن
1833,Darang,درنگ,f,دیر
1834,Darbaaz,دارباز,f,مداری
1835,Darbah,دربہ,f,بہادر
1836,Dardana,دردانہ,f,ایک پھول
1837,Dareh,دارہ,f,دائرہ
1838,Darekhsh,درخش,f,روشن
1839,Dargaa,درگا,f,بدصورت
1840,Daria,داریاء,f,نعمت، آشنا
1841,Dariya,داریہ,f,"عالم , فاضل,"
1842,Dariyah,داریہ,f,"آگاہ, صاحِبِ عِلم, ذہین"
1843,Darkhshanda,درخشندا,f,"شان دار, منور,"
1844,Darkhshinda,درخشندہ,f,روشن،تاباں ، منور، چمکتا ہوا
1845,Darkhur,درخور,f,رسائی
1846,Darkshaan,درخشاں,f,روشن
1847,Daroj,دروج,f,برق رفتار سے گزرنے والی، جلدی سے گزر جانے والی ہوا،تیز رفتار
1848,Darooj,دروج,f,تیز
1849,Darra,درّا,f,"دھن دولت , دولت , چھوٹا عظیم"
1850,Darrah,داره,f,صحابی کا نام، ابو لہب کی بیٹی
1851,Darree,دری,f,غلام
1852,Darsameen,درثمین,f,بہت قیمتی، اپنی
1853,Darshnaa,درشنا,f,روشن
1854,Darunah,درونہ,f,دل
1855,Darya,دریا,f,"بحَر , ساگَر , سَمَندَر"
1856,Daryaa,دریاء,f,جاننےوالی
1857,Daryabaar,دریابار,f,دینے والا
1858,Dasa,داثا,f,کنیز٬ملازمہ، لونڈی،باندی
1859,Dasaeed,دسعید,f,عمدہ
1860,Dashan,دشن,f,دینے والا
1861,Dashna,دشنہ,f,چھری،کٹاری
1862,Dashtagni,دشتگنی,f,"شعلَہ , آتِش , آ گ"
1863,Dashyaa,دشیا,f,مبارک
1864,Dasia,دسیعہ,f,عمدگی، عنایت
1865,Dasiaah,دسیعہ,f,عمدہ
1866,Dastawanah,دستوانہ,f,کنگن
1867,Dastiaar,دستر,f,"مدر کرنے والا, مدر گار,"
1868,Dastin,دستین,f,کنگن
1869,Dastinah,دستینہ,f,کنگن
1870,Dastiyah,دستیہ,f,عمدہ
1871,Dastwana,دستوانہ,f,عورتوں کا کنگن
1872,Dastwanah,دستوانہ,f,کنگن
1873,Dastyaar,دستیار,f,مددگار
1874,Dawha,داوہا,f,بہت سی شاخوں کے ساتھ بلند و بالا درخت
1875,Dawlatkhatoon,دولتختون,f,وہ ایک حکمران خاندان سے تھا
1876,Dawud,داوود,f,ایک نبی کا نام
1877,Dayaal,دیال,f,مہربان
1878,Dayfah,ضیفہ,f,"مہمان ، , ضیف,"
1879,Debi,دیبی,f,ملکہ
1880,Deeba-Roo,دیبارو,f,محبوبہ
1881,Deebaa,دیبا,f,ریشم کا کپڑا
1882,Deebe,دیبا,f,"زر بفت , کمخواب"
1883,Deema,دیما,f,تیز بارش
1884,Deemah,دیمہ,f,برسات کے بادل
1885,Del,دیل,f,خدا کے بندے
1886,Delaram,دلارام,f,پرسکون دل
1887,Delbar,دلبر,f,"محبوب , محسور خوبصورتی"
1888,Delkash,دلکش,f,"پر کشش , دل کش , پر کشش"
1889,Dema,دیما,f,برسات کے بادل
1890,Dena,دیناء,f,اطاعت گزار
1891,Derayat,درایت,f,عقلمند
1892,Derkhshaandah,درخشاندہ,f,روشن
1893,Derkhshandah,درخشندہ,f,روشن
1894,Dermaanah,درمانہ,f,مددگار
1895,Derpani,درپنی,f,چھوٹا آئینہ
1896,Derraak,دراک,f,ہوشیار
1897,Desrah,دسرہ,f,نیزہ بازی
1898,Destambu,دستنبو,f,گلدستہ
1899,Deyana,دیانہ,f,دین، ملت
1900,Dhaakirah,داکرہ,f,مسلسل یاد ہے اور اللہ کی تسبیح کرنے والے شخص
1901,Dhakirah,داکرہ,f,جو ایک اللہ کو کثرت سے یاد کرتی ہے
1902,Dhakiyah,دھاکیا,f,"عقلمند , ذہین , روشن"
1903,Dhakiyyah,دھکیہ,f,ایک تیز دماغ اور گہری خیال کے ساتھ ایک عورت
1904,Dhuha,دُھا,f,"دوپہر سے قبل , دن کا دوپہر سے پہلے کا حصہ , وقت چاشت"
1905,Dhuka,ذوق,f,سورج کا نام
1906,Diba,دیبا,f,خوبصورت، باریک ریشمی کپڑا
1907,Dibaaj,دیباج,f,ریشم
1908,Dibaru,دیبارو,f,محبوب
1909,Dikhaass,دخاس,f,بہت زیادہ
1910,Dil Ara,دل آراء,f,پیارا، معشوق
1911,Dil Ara,دل آرا,f,دل کو سکون دینے والی، دل کو سجانے والی،دلدار
1912,Dil Aram,دل آرام,f,دل کو پیار سے راحت دینے والی،دل کو بھانے والی،معشوق
1913,Dil Efroz,دل افروز,f,دل کو پیار سے روشن کرنے والی، دلفر یب ،دل کو منور کر نے والی
1914,Dil Kusha,دل کشا,f,دل کو لبھانے والی، خوبصورت،حسین
1915,Dil Shagufta,دل شگفتہ,f,دل کو خوش کرنا،دل کی خوشی،چاہنے جانے والا
1916,Dilafroze,دل افروز,f,دل فریب دلکش
1917,Dilak,دیلک,f,خواہش
1918,Dilara,دلارا,f,"محبوب, پیارا,"
1919,Dilaraam,دل آرام,f,محبوب
1920,Dilaram,دلارام,f,سکون
1921,Dilawaiz,دل آویز,f,من پسند
1922,Dildaar,دلدار,f,محبوب
1923,Dildadah,دلدادہ,f,محبوب
1924,Dilfaraib,دلفریب,f,پیار
1925,Dilgeer,دلگیر,f,غمگین
1926,Dilkash,دلکش,f,"دلکش , قید کرنا,"
1927,Dilkashi,دلکشی,f,خوبصورتی
1928,Dilkusha,دلکشا,f,دل کھینچ لینے والی
1929,Dillshaad,دلشاد,f,خوش
1930,Dilpasand,من پسند,f,دل پسند
1931,Dilpazeer,دل پذیر,f,دل پسند
1932,Dilraba,دل رُبا,f,دلبر
1933,Dilrubaa,دلربا,f,محبوب
1934,Dilsaaz,دلساز,f,من پسند
1935,Dilsaz,دل ساز,f,دل کو لگنے والی
1936,Dilshaad,دلشاد,f,"خوش, شاداں,"
1937,Dimah,دیمہ,f,رخسار
1938,Dina,دینہ,f,دینہ، اس کے علاوہ مطلب جج
1939,Dinaz,دیناز,f,سمندر
1940,Diqrah,دیقرہ,f,حدیث کی ایک راوی
1941,Dira'a,درع,f,ایک جنگی لباس
1942,Disaam,دسام,f,شیشہ
1943,Dishaa,دشا,f,عمر
1944,Diveta,دیویتا,f,محبوب
1945,Diwa,دعوہ,f,"موم بتی, روشنی,"
1946,Diyaanah,دیانہ,f,مذہب
1947,Diyanah,دینہ,f,"مذہبی , دین ,"
1948,Djamila,دجمیلا,f,جمیلہ کی مختلف نقل
1949,Doaa,دواء,f,"دعا, دل کی آواز,"
1950,Doha,دوحہ,f,"قبل از دوپہر, وقت چاشت,"
1951,Dolat,دولت,f,مال
1952,Donya,دنیا,f,"جہان , دنیا , عالم"
1953,Dorri,دوری,f,چمکتا ہوا ستارہ نگینے کی طرح
1954,Doshinah,دوشینہ,f,پچھلی رات
1955,Dossi,دوسی,f,خادم
1956,Dounia,دنیا,f,ارضی زندگی
1957,Drishka,درشکا,f,زندگی،روح
1958,Dua,دعا,f,نعمتِ
1959,Dubur,دبور,f,صبح کی ٹھنڈی ہوا
1960,Duha,دوحہ,f,"وقت چاشت , قبل از دوپہر"
1961,Dujanah,دجانہ,f,"بارش, جھڑی,"
1962,Dukhtar-e-Imran,دختر عمران,f,حضرت مریم علیہ السلام
1963,Dukhter,دختر,f,بیٹی
1964,Dukhtrik,دخترک,f,چھوٹی
1965,Dunia,دونيا,f,دنیا
1966,Dunya,دنیا,f,دنیا
1967,Dunyana,دنیانا,f,ہماری دنیا
1968,Dur Afshan,درافشاں,f,بکھرے موتی،موتی نچھاور رنے والی
1969,Dur I Nayab,درنایاب,f,بےمثال گوہر،گراں قدر ، نایاب پَتّھر، قیمتی پتھر
1970,Dur-e-Nasaftah,درناستہ,f,جوان
1971,Dur-e-Nayaab,درنایاب,f,نایاب موتی
1972,Dur-e-Sameen,درثمین,f,موتی
1973,Dur-e-Shahwar,درشہوار,f,موتی
1974,Durafshaan,درافشاں,f,موتی
1975,Durah,درہ,f,موتی
1976,Durbaah,دربہ,f,رواج
1977,Durdaana,دردانہ,f,"مکتا , موتی , واحد"
1978,Durdaanaa,ردانہ,f,موتی
1979,Durdana,دردانہ,f,اکیلا موتی
1980,Durdanah,دردانہ,f,"موتی , مکتا,"
1981,Durdnah,دردنہ,f,دل
1982,Duri,دُری,f,روشن ستارہ
1983,Durnah,درنہ,f,تلوار
1984,Durqaa,درقا,f,بادل
1985,Durqah,درقہ,f,ڈھال
1986,Durr-e-Sameen,درثمین,f,انتہائی قیمتی ہیرا
1987,Durra,دورہ,f,"موتی , مکتا,"
1988,Durraan,دراں,f,جاہل
1989,Durrah,درّہ,f,"لولو , مکتا , موتی"
1990,Durre Shahwar,درشہوار,f,بادشاہوں کے قابل
1991,Durre Shehwar,درشہوار,f,بادشاہوں کے قابل
1992,Durriya,دوریہ,f,"درخشاں, نورافشاں,"
1993,Durriyah,دوریہ,f,"چمکتا ہُوا , روشَن ,"
1994,Durriyyah,دوریہ,f,"تیز طبع, درخشاں,"
1995,Durruya,دوریہ,f,"منور, نورافشاں,"
1996,Durshakaa,درشکا,f,زندگی
1997,Duryaa,دریا,f,موتی
1998,Duryaab,دریاب,f,سمندر
1999,Dushia,دشیا,f,مبارک دن
2000,Dushkaa,دشکا,f,پیارا
2001,Dushnah,دشنہ,f,خنجر
2002,Eera,ایرہ,f,محتاط،دیکھنے والی
2003,Eeshah,عیشہ,f,سکون
2004,Ehtshaam,احتشام,f,عظیم
2005,Ehzazunnisa,اعزالنساﺀ,f,باعزت خاتون،قابل احترام خاتون،واجِب التّعظیم
2006,Eilaf,عیلاف,f,تحفظ ، وعدہ ، حفاظت
2007,Eimaan,إیمان,f,"اِيمان, مَذہَب, عقِيدہ"
2008,Eira,ایرہ,f,محتاط، دیکھنے والی ، احتیاط کرنے والی
2009,Eirah,ایرہ,f,دیکھنا
2010,Eitlaf,ایتلاف,f,دوستی،واقفیت
2011,Ejab,ایجاب,f,قبول کرنا
2012,Ejaz,اعجاز,f,کرامت٬معجزہ،حیرت انگیز،ناقابل یقین
2013,Ekraam,اکرام,f,بخشش
2014,Elaheh,علاہ,f,"دیوی, محبُوبہ ,معشُوقہ"
2015,Eleonora,عیلونورا,f,روشنی چمک
2016,Elham,الہام,f,"علم غائب , الہام , عمل تنفس"
2017,Elijah,العجہ,f,"خوبصورت, میٹھا, چالاک"
2018,Elisha,العشا,f,"نفیس, بہت عمدہ, باندھنے کے لئے / مضبوطی سے باندھ"
2019,Eliza,العزہ,f,"منفرد, قیمتی, بیش قیمت"
2020,Ellmeera,المیرا,f,اشرافی خاتون
2021,Ellmera,المیرا,f,اشرافی خاتون
2022,Ellmeria,المیریہ,f,اشرافی خاتون
2023,Elmeera,المیرا,f,امیرانہ عورت
2024,Elmeeria,المیریہ,f,امیرانہ عورت
2025,Elmera,المیرا,f,اشرافی خاتون
2026,Elmeria,المیریہ,f,امیرانہ عورت
2027,Elmerya,المیریہ,f,امیرانہ عورت
2028,Elmira,المیرا,f,اشرافی خاتون
2029,Elmyra,المیرا,f,امیرانہ عورت
2030,Elmyrah,المیرہ,f,امیرانہ عورت
2031,Elnaz,الناز,f,قبیلے کے توجہ
2032,Emami,امامی,f,خوشی،شاد ماں،پرمسرت،فرحت
2033,Eman,ایمن,f,نڈر،بے خوف
2034,Emily,إیمیلی,f,"پھول , پھول نکلنا,"
2035,Emma,إما,f,"کامل, تمام , سب"
2036,Emna,امنہ,f,"معتقد, عقیدت مند, ماننے والا"
2037,Eraj,ایرج,f,پھول، خشبو، نرم
2038,Eraq,ایراق,f,کلی٬کونپل،غنچہ،شگوفہ
2039,Eredhwa,یردھوا,f,"حامی , دستگیر"
2040,Erenavacha,رنوچا,f,سچ بولنے والا
2041,Ereshva,یرشوا,f,"صادق , مخلص , ایماندار"
2042,Ereti,ارتی,f,"عزم , قوت , طاقت"
2043,Erezisha,یرزیشا,f,"راستی , اعتماد , بھروسہ"
2044,Erina,یرینا,f,خوبصورت عورت
2045,Ermina,رمینا,f,"دوستی, دوستانہ,"
2046,Erum,ارم,f,بہشت شداد،جنت،فردوس، شداد نے خدائی كا دعوہ كرنے كے بعد جو مصنوعی جنت بنائی تھی اس كا نام اس نے اِرم ركھا تھا
2047,Esaa,ایسا,f,خدا کی
2048,Esaaque,ایثاق,f,مضبوط
2049,Eshaal,ایشال,f,جنت کا پھول، بہشت کا پھول
2050,Eshal,عشال,f,جنت میں پھول کا نام
2051,Eshrat,عشرت,f,عیش، آرام
2052,Eskandar,اسکندر,f,ایک مشہور حکمران کا نام
2053,Essie,عیسے,f,"نجم , ستارہ , تارہ"
2054,Essy,عیسے,f,"ستارہ , تارہ , نجم"
2055,Esta,عیستا,f,"تارہ , نجم , ستارہ"
2056,Ester,عیستر,f,"حنا پتا , ستارہ"
2057,Esther,عیستہر,f,"حنا پتا , ستارہ"
2058,Ettey,عتتے,f,"نجم , ستارہ , تارہ"
2059,Etti,عتتی,f,"ستارہ , تارہ , نجم"
2060,Ettie,عتتی,f,"حنا پتا , نجم"
2061,Etty,عتتے,f,"حنا پتا , تارہ"
2062,Eva,ایوا,f,حیات آفریں، زندگانی ،محبوب زندگی
2063,Evaa,ایوا,f,زندگی
2064,Ewaz,ایواز,f,آراستہ و پیراستہ،سجایا ،مزین،زیور سے یا صفات سے آراستہ
2065,Ezzah,عزاه,f,"ایک شخص جو عزت دیتا ہے, عزّت,"
2066,Faabia,فابیا,f,پھلیوں کی پیداوار
2067,Faaghira,فاغھرا,f,چنبیلی کا پھول
2068,Faaiqah,فائقہ,f,بلند
2069,Faaizah,فایزہ,f,"کامیاب, خوشحال,"
2070,Faakeh,فاکہہ,f,خوش
2071,Faakher,فاخر,f,پیاری
2072,Faakhira,فاخرہ,f,"پر شکوہ , شاندار , عظیم الشان"
2073,Faakhtah,فاختہ,f,مشہور
2074,Faakihah,فاکیہہ,f,"پھَل ۔ , ثمَر,"
2075,Faakirah,فاکرہ,f,"پاکیزہ, عمدہ,"
2076,Faalqah,فالقہ,f,راستہ
2077,Faaltah,فالطہ,f,اچانک
2078,Faamiyaa,فمیا,f,نیک
2079,Faanee,فانی,f,بوڑھا
2080,Faareah,فارعہ,f,خوش
2081,Faarhin,فرحین,f,خوشی
2082,Faariah,فاره,f,صحابیہ کا نام
2083,Faarihah,فارہہ,f,تیز رو اونٹنی
2084,Faarqah,فارقہ,f,فرق
2085,Faatihah,فاتحہ,f,"شروع, تعارف,"
2086,Faatima,فاطمہ,f,", قید کرنا , ایک عورت ضبط کرنا"
2087,Faatin,فاتین,f,"دلفریب , دل موہ لینے والا , دلربا"
2088,Faatina,فاتینا,f,"دلربا , دلفریب , دل موہ لینے والا"
2089,Faatinah,فتنہ,f,"مُسرّت بخش , دلفریب , دلربا"
2090,Faazila,فظل,f,"صالح, ایماندار,"
2091,Fabeha,فبیہا,f,خوش قسمت،خوش نصیب ،مبارک،بخت آوَر
2092,Fabhaa,فبہا,f,بہتر
2093,Fabiha,فبیہا,f,خوش قسمت،خوش نصیب ،مبارک،بخت آوَر
2094,Fadheela,فدھیلا,f,"راستبازی , اِخلاقی امتیاز , نیکی"
2095,Fadheeler,فدھیلر,f,"فضیلت , برتری , نیکی"
2096,Fadhila,فضیلہ,f,"نیک, صالح,"
2097,Fadhiler,فدہلر,f,"فضیلت , برتری , حسن سیرت"
2098,Fadia,فادیہ,f,فدا ہونا، نچھاور ہونا، فديہ دينا
2099,Fadila,فضیلہ,f,"اچھی لگ رہی, پرکشش,"
2100,Fadilah,فدہیلہ,f,"حسن سیرت , جوہر صفت , اچھائی"
2101,Fadiya,فدیا,f,"شفیع , نجات و ہندہ"
2102,Fadiyah,فاضیہ,f,"نجات و ہندہ, خود کی قربانی,"
2103,Fadwa,فدوا,f,خود قربانی سے حاصل کردہ نام
2104,Fadyaa,فادیا,f,قربانی
2105,Faeezah,فایزہ,f,"راہ نُما ۔ , راہبَر,"
2106,Faeiqa,فاعئقا,f,"بہت عمدہ , شاندار , نہایت شاندار"
2107,Faerie,فیری,f,"پیارا , خوبصورت , لمبا"
2108,Faghir,فاغر,f,چمپا کا پھول،چمپا کی کلی
2109,Faghira,فغیرا,f,چمبیلی پھول
2110,Faghirah,فاغرہ,f,پھول
2112,Fahdah,فہده,f,"چيتی ۔ , مادَّہ پِلِنگ,"
2113,Faheem-Un-Nisa,فہیم النساء,f,عقلمند
2114,Faheema,فہیمہ,f,"ذہین, عالم,"
2115,Faheemah,فہیمہ,f,"عَقل مند , ذہین , فہیم"
2116,Fahemah,فاہمہ,f,"ذہین, عالِم,"
2117,Fahhaamat,فہمت,f,"بہت سمجھدار, انتہائی ہمدرد,"
2118,Fahhama,فہما,f,"بہت ذہین, عالم,"
2119,Fahilah,فحیلہ,f,نیک
2120,Fahima,فہیما,f,"سمجھنا , مطلب , فاضِل"
2121,Fahimah,فہیمہ,f,"عَقل مند , ذہین , عالم"
2122,Fahmib,فہمیعب,f,"سمجھوتا , فہم ۔ , ہوشيار"
2123,Fahmida,فحمدہ,f,ذہین اور حکمت والا
2124,Fahminda,فہمندہ,f,فہم و فراست والی،دانشمند،سمجھنے والی
2125,Faida,فائدہ,f,"فراداں , وافر , بہ کثرت"
2126,Faidah,فائدہ,f,"اضافہ , بڑھنا , نفع"
2127,Faih,فیہ,f,"نِکہَت , مَہَک , خُوشبُو"
2128,Faiha,فیہا,f,"باغ, گلشن,"
2129,Faika,فائقا,f,"بالائی , اعلٰی , افضل"
2130,Failah,فاعلہ,f,محنتی
2131,Fainah,فاعنہ,f,پھول
2132,Fainan,فینن,f,خوبصورت لمبے بالوں کے ساتھ
2133,Faiqa,فائقہ,f,دانائی اور عقل والی، بلند و بالا اونچی ہونے والی، بلند ہونے والی
2134,Faique,فائق,f,بلند
2135,Fairooza,فیروزہ,f,ایک قیمتی گوہر
2136,Fairoz,فیروز,f,"فیروزہ, ایک بیش بہا پتھر,"
2137,Fairoza,فیروزہ,f,"قیمتی پتھر , بیش بہا پتھر , فیروزہ"
2138,Fairuzah,فیروزہ,f,ایک قیمتی گوہر
2139,Faiz-Un-Nisaa,فیض النساء,f,مہربان
2140,Faiza,فائزہ,f,فیضی رساں
2141,Faizah,فائزہ,f,"حاصل کرنا , فائز"
2142,Faizd,فیضد,f,فائدہ مند
2143,Fakeeaha,فقیہا,f,شادمان
2144,Fakeehah,فقہیہ,f,"خوش, شادمان,"
2145,Fakhar,فخر,f,ناز، غرور
2146,Fakhar-un-Nisa,فخر النساء,f,ادا والی
2147,Fakheerah,فخیرہ,f,ادا
2148,Fakhera,فاخرہ,f,ناز کرنے والی
2149,Fakhimah,فخیمہ,f,نیک
2150,Fakhira,فاخرہ,f,بیش قیمت، فخر کرنے والا معزز
2151,Fakhireh,فخیرہ,f,فخر
2152,Fakhr-ul-Nisaa,فخرالنساء,f,بوڑھی
2153,Fakhra,فاخرا,f,"اچھا, نیا,"
2154,Fakhriya,فخریہ,f,"مغرور, اِمتیازی,"
2155,Fakhriyah,فخریہ,f,"اِعزازی ۔ , اِمتیازی,"
2156,Fakhriyya,فخریہ,f,"غرور , خود بینی , چمکنا دھمکنا"
2157,Fakhta,فاختا,f,"قُمری ۔ , فاختہ,"
2158,Fakhtah,فاختاه,f,ایک کبوتر
2159,Fakiha,فاکہہ,f,میوہ، پھول
2160,Fakira,فاکرہ,f,غور و فکر کرنے والی،سوچ بچار کرنے والی
2161,Fakirah,فاکرہ,f,عقلمند
2162,Falaahat,فلاحت,f,زراعت
2163,Falahat,فلاحہ,f,"خوشحالی, فائدہ ,"
2164,Falak Naz,فلک ناز,f,جس پر فلک ناز کرے
2165,Falakara,فالکرہ,f,جو ایک آسمان سجاتا ہے
2166,FalakAraa,فلک آراء,f,آسمان کی سجاوٹ
2167,Falaki,فلکی,f,"آسمانی بہشتی, آسمانی,"
2168,Falaknaz,فالقناز,f,"آسمان, فلک,"
2169,Faleez,فلیز,f,گھاس
2170,Faliha,فعلیہا,f,"خوش نصیب, خوش قسمت,"
2171,Falihah,فالحہ,f,"کامیاب, کامران,"
2172,Falina,فالعینہ,f,"بلی جیسے, لاطینی نژاد,"
2173,Falisha,فالعیشا,f,"خُوشی ۔ , مُسرّت,"
2174,Falk Ara,فلک آراء,f,آسمان کی سجاوٹ
2175,Falkah,فلکہ,f,ایک آسمان
2176,Falkee,فلکی,f,آسمان
2177,Falknaaz,فلک ناز,f,آسمان
2178,Fallak,فلک,f,آسمان
2179,Falqah,فلہ,f,تلوار کا ٹکڑا
2180,Famia,فامیا,f,نیک شہرت والی
2181,Fana,فنا,f,"تعظیم , عزت , دولت"
2182,Fanan,فنان,f,درخت کی شاخ یا ٹہنی
2183,Fania,فانیا,f,آزاد
2184,Fanila,فانیلہ,f,قابل٬ لائق، بنیاد ، اساس ، نیو ، جڑ ،حقدار
2185,Fanitah,فانطہ,f,اچانک
2186,Fannan,فنا,f,", کِسی فَن يا پيشے ميں ماہر , مُصَوَر"
2187,Faqiha,فقیہا,f,"مُفَسِر قانُون, ماہر,"
2188,Faqihah,فقیہہ,f,"عورت نے قانون اور الہیات میں سیکھا , استانی"
2189,Faqirah,فقیره,f,مرہ امام اسدی کا ایک خوبصورت عورت بیوی کا نام
2190,Fara'a,فرع,f,شاخ
2191,Faraa,فرعہ,f,خوشبو
2192,Faraahat,فراہت,f,عقلمند
2193,Faraal,فاریل,f,"شیر کا نام, بلندی,"
2194,Farades,فرادیس,f,جنت
2195,Farah,فرح,f,خوشی، سرور
2196,Farahnaz,فرحناز,f,"شادمانی , مُسَرَّت , خُوشی"
2197,Farakh,فراخ,f,چوڑا، کشادہ
2198,Farakhur,فراخور,f,قابل
2199,Farangis,فرانگس,f,شاہنامہ میں ایک خاتون کا کردار
2200,Farani,فارانی,f,اجالا، نور
2201,Farasut,فراست,f,چوڑا، کشادہ
2202,Farazeen,فرازین,f,عالی مرتبہ، بلند ، اونچا
2203,Farba,فربا,f,تعجب
2204,Farea,فری,f,"لمبا, مینار ,"
2205,Fareeda,فریدہ,f,"فقید المثال , منفرد, ۔ بیمثال"
2206,Fareedah,فریدہ,f,"قیمتی موتی , انوکھا , منفرد"
2207,Fareefta,فریفت,f,"عابد, عاشق,"
2208,Fareeha,فریحہ,f,خوشحالی، پُر مسرت
2209,Fareess,فارس,f,"زندگی, حیات,"
2210,Fareha,فریحہ,f,خوبصورت،حسین
2211,Farehah,فارہہ,f,خوبصورت
2212,Farghah,فرغہ,f,بلند
