num.,name,arabic,sex,meaning
740,Ajda,اجدا,m,کارآمد، نَفَع بَخش، بہتر
741,Ajdal,اجدال,m,معشوق، خوبصورت، حسین
742,Ajeeb,عجیب,m,حیرت انگیز، عجیب، نہایت عمدہ
743,Ajeef,عجیف,m,کمزور
744,Ajeel,عجیل,m,تیز
745,Ajer,اجر,m,صلہ، انعام، اجر
746,Ajib,عجیب,m,حيرَت انگيز، حيران کُن، عجيب
747,Ajiel,عجیل,m,تیز چلنے والا
748,Ajij,اجیج,m,آگ، شعلہ
749,Ajil,عاجل,m,عجلت کرنے والا، جلد باز، عجلت كرنے والا، تيزی كرنے والا
750,Ajilal,اجلال,m,عظمت، جاہ و جلال
751,Ajim,اجیم,m,گرم کرنا، غصہ کرنا، جوش
752,Ajir,آجر,m,جرت دینے والا٬ کام پر لگانے والا، اجر دینے والا، انعام
753,Ajiz,عاجز,m,ناچار، مجبور
754,Ajlaan,عجلان,m,تیز
755,Ajlal,اجلال,m,شان و شوکت
756,Ajmaal,اجمال,m,مختصر۔تھوڑا
757,Ajmal,اجمل,m,انتہائی خوبصورت، خوبصورت
758,Ajmar,اجمر,m,تیز چلنا
759,Ajmel,اجمیل,m,خوبصورت، عالی مرتبہ
760,Ajnabi,اجنبی,m,پردیسی
761,Ajnat,اجنت,m,گال
762,Ajram,عجرم,m,مضبوط
763,Ajtaba,جتبا,m,پَسَنديدَہ، مُنتَخِب، چُنا ہُوا
764,Ajubah,عجوبہ,m,زیادہ عجیب، معجزہ
765,Ajurrum,اجُرُم,m,مذہبی آدمی، صوفی
766,Ajwaad,اجواد,m,عقلمند
767,Ajwad,اجود,m,بہتر، بھلا، اولیٰ تر، مناسب تر
768,Ajzal,اجزل,m,عظیم دانش کی
769,Akal,عقل,m,قبیلہ کے سردار
770,Akaram,اکارم,m,کرم کرنے والا
771,Akarim,آ کریم,m,سب سے زیادہ عزت والا، بڑا ہی کریم، سب سے زیادہ قیمتی
772,Akas,آکاس,m,آسمان ، خلا، حد نگاہ
773,Akbar,اکبر,m,بہت بڑا
774,Akbar Nawaz,اکبر نواز,m,بڑا نوازنے والا
775,Akeem,اقیم,m,عقلمند، دانا، ہوشيار
776,Akfah,اکفح,m,سیاہ، کالا
777,Akfash,اکفاش,m,وہ جو کمزور آنکھیں رکھتی ہیں
778,Akhangal,اخانغل,m,تلوار، شمشیر
779,Akhas,آخاص,m,بہت خوب، خاص
780,Akhber,اخبر,m,خبر دینے والا۔ تجربہ کرنیوالا
781,Akhdan,أخدان,m,بہترین دوست
782,Akhfash,اخفاش,m,اس نام کے کئی مرد
783,Akhgar,اخگر,m,چنگاری
784,Akhi,آخی,m,میرے بھائی
785,Akhil,آخیل,m,مکمل، پورا کرنا، ختم کرنا
786,Akhir,آخر,m,تازہ ترین، جدید ترین
787,Akhkaz,اخکاض,m,دِل آويز، سنسنی خیز
788,Akhla,اخلا,m,دوست۔رفیق۔ساتھی
789,Akhlaq,اخلاق,m,زیادہ مناسب
790,Akhmas,اخماس,m,بُہادر، دلیر، حوصلہ مند
791,Akhoon,آخون,m,پڑھانے والا
792,Akhraj,اخراج,m,خوش کرنا
793,Akhram,اخرم,m,عقلمند۔ دانا
794,Akhsam,اخسم,m,تلوار
795,Akhtiyar,اختیار,m,پسند کرنا۔انتخاب کرنا
796,Akhund,اخوند,m,مذہبی معاملات میں سیکھا
797,Akhundzada,اخندزدا,m,ایک شخص کا بیٹا مذہبی معاملات میں سیکھا
798,Akhuwat,اخوت,m,برادری
799,Akhuwwat,اخوت,m,برادری،بھائی چارہ
800,Akhwaan,اخوان,m,بھائی چارہ، برادران، اُخوَت
801,Akhwan,اخوان,m,بھائی چارہ،اخوت
802,Akhwanzada,اخونزادہ,m,استاد کا بیٹا
803,Akhyar,اخیار,m,نیک، متقی، پرہیزگار، خیر کی جمع
804,Akhzam,اخزم,m,مرد شہ
805,Akhzar,اخزر,m,نَرسری، ہریاول، پود گھر
806,Akhzir,اخضر,m,سبز۔ ہرا
807,Akid,اکید,m,یقینی
808,Akif,عاکف,m,خلوت پسند
809,Akil,اکیل,m,فہیم، متفکر
810,Akili,اکیلی,m,عاقِل
811,Akkar,عکار,m,مارنے والا
812,Akkas,عکاس,m,مصور
813,Aklaf,اکلاف,m,شير
814,Akmad,اکمد,m,اندھیرا
815,Akmal,اکمل,m,بڑا کامل، نہایت ماہر
816,Akoof,عکوف,m,ہار
817,Akraam,اکرام,m,احسان، مہربانی، تحفہ، عقیدت، عزت
818,Akraamm,اکرام,m,بخش کرنا، مہربانی، عزت، تعیم
819,Akram,اکرم,m,ہت بخشنے والا، بہت مہربان، کرم کرنے والا، عنایت کرنے والا
820,Akrama,عکرمہ,m,مشہور صحابی رسول
821,Akramm,اکرم,m,بہت بخشنے والا، بہت مہربان
822,Akwan,اکون,m,وَجُود، تخلیق
823,Akyas,اقیاس,m,ہوش مَند، بہت عقلمند
824,Al,ال,m,ایک شعر کی تفصیل، انبیاء کے چچا کا نام
825,Al Abbas,ال عباس,m,شعر کا بیان ذکر
826,Al Amin,ال امین,m,حضرت محمد ﷺ کی صفت
827,Al Burhan,ال برہان,m,ثبوت
828,Al Faiz,ال فیض,m,ایک فاطمی خلیفہ کا نام
829,Al Mamoon,ال مامون,m,ساتویں عباسی خلیفہ
830,Al Rafi,ال رفیع,m,اللہ کے ناموں میں سے ایک
831,Al Safi,ال صفی,m,پاک، صاف، خالص
832,Al Siddiq,ال صادق,m,سچے
833,Al Tahir,ال طاہر,m,عبد اللہ کا لقب
834,Al Tayyib,ال طیب,m,عبد اللہ کا لقب
835,Al Yasa,الیاسا,m,پیغمبر علیہ السلام کا نام
836,Ala,اعلٰی,m,برتر، اعلٰی، افضل
837,Ala Al Din,اعلی الدین,m,ایمان کی فضیلت
838,Ala Ud Din,اعلی اُدین,m,دین کی عما
839,Alaa,اعلٰی,m,شرافت، برتری
840,Alaaldin,اللدین,m,ایمان کی شرافت
841,Alaam,علام,m,علم رکھنے والا
842,Alaaudeen,علاؤالدین,m,مذہب کی فضیلت، مذہب کی فوقِیت
843,Alaaudin,علاؤالدین,m,بَڑائی کا مزہب
844,Alab,آلب,m,شام کا وقت، غروب آفتاب کا وقت
845,Alabbas,العباس,m,ایک شعر کی تفصیل
846,Aladdin,الادین,m,ایمان کی بلندی
847,Alagh,الغ,m,بزرگ
848,Alai,علیہ,m,انسان کے محافظ
849,Alalim,العالم,m,ہمہ دان، علام الغیوب
850,Alam,عالم,m,دنیا جہاں
851,Alam Afrose,عالم افروز,m,روشن
852,Alamat,علامت,m,علامت اشارہ، نشان، صورت
853,Alamgir,عالمگیر,m,دنیا فتح کرنے والا، دنیا پر چھا جانے والا، فاتح
854,Alami,علامی,m,خوش
855,Alamulhuda,الملحدہ,m,ہدایت کا علَم
856,Alamzeb,المذیب,m,عالمی خوبصورتی
857,Alanda,الندا,m,بڑا، وسیع، مضبوط
858,Alap,الپ,m,بہادر
859,Alau Din,علاؤ الدین,m,مشہور بادشاہ کا نام
860,Alauddin,الدین,m,دین کی عما (اسلام)
861,Alaw-ud-Deen,علائو الدین,m,دین بلند رکھنے والا
862,Alban,البان,m,سفید
863,Albara,البارا,m,صحَت بَخش کے ساتھ معصومیت
864,Alborz,البُرز,m,ایران میں ایک پہاڑ کی حد کا نام
865,Aleem,علیم,m,جاننے والا دانا
866,Aleem Ul Huda,علیم ال ہدا,m,NULL
867,Aleemuddin,العمودین,m,دین میں سیکھا ہوا شخص
868,Aleeque,علیق,m,سفید کپڑا
869,Alf,علف,m,بھوکا
870,Alhadi,الہادی,m,راہ دکھانے والا، راستہ دیکھانے والا
871,Alhafeez,الحفیظ,m,محافظ٬ حفاظت کرنے والا، رکھولا
872,Alhakam,الحکم,m,ثالَث، عادَل، اعلٰی
873,Alhan,الہان,m,فصاحت، خطابت، اچھی آواز
874,Alhaq,الحق,m,یقینا، بے شک
875,Alharith,الحارث,m,ہالی، ہاری
876,Alhasan,الحسن,m,خوبصورت، اچھا
877,Alhazar,الحذر,m,المدد کی پکار، مدد کرنا، امداد کرنا
878,Alhusain,الحسین,m,چھوٹا خوبصورت، بھلا
879,Alhusayn,الحسین,m,چھوٹا خوبصورت، نفیس
880,Ali,علی,m,بلند برتر
881,Ali Dad,علی داد,m,علی کا تحفہ
882,Ali Raza,علی رضا,m,لند ترین، خلیفہ چہارم حضرت علی رضی اللہ تعلی عنہ، بلندمقام، بلند و بالا، خوشنودی، مرضی
883,Ali-al-Kab,عالی الکعب,m,شریف
884,Alif,الف,m,پیار کرنا٬محبت کرنا، خیال کرنا
885,Alih,الیح,m,محبوب، اللہ، خدا
886,Alim,عالم,m,جاننے والا
887,Alip,الپ,m,دلیر،بہادر
888,Aliyy,الی,m,سب سے اونچا، عظیم ترین، بہت عمدہ
889,Alkar,الکر,m,مثالی
890,Alko,الکو,m,بے مثال
891,Allaf,علاف,m,کھانا بیچنے والا
892,Allah,اللہ,m,کائنات بنانے والا
893,Allah Bakhsh,اللہ بخش,m,اللہ کا تحفہ
894,Allah Rakha,اللہ رکھا,m,خوش
895,Allal,اللال,m,تَسَلّی دینے والا، غَم خَوار، تَسکین بَخش
896,Allama,علامہ,m,بہت کچھ سیکھا
897,Allauddin,علاوالدین,m,مشہور ولی اللہ کا نام
898,Allyan,علیان,m,بلند
899,Almahdi,المحدی,m,صحیح راستے کی ہدایت
900,Alman,المان,m,مہربان، رضامند اور عقل مند آدمی
901,Almir,المیر,m,شہزادہ، نواب، راجا ۔
902,Alooj,علوج,m,پیغام
903,Alparslan,البارسلا,m,بہادر شیر
904,Alsafi,السافی,m,صاف، خالص، عُمدہ
905,Altaaf,الطاف,m,مہربان، رحمت، فضل رب
906,Altaam,التام,m,درست، صیح، منا سب
907,Altaf Hussain,الطاف حسین,m,حسین کی مہربانی
908,Altair,الطیر,m,ستارہ، نجم
909,Altamash,التمش,m,سردار فوج
910,Altamish,الطماش,m,براول دستہ، سالار
911,Altayyib,الطیب,m,اچھا سا ایک
912,Altef,الطف,m,پاک صاف
913,Altehash,التحش,m,سردار
914,Altijani,التیجانی,m,تاج پوشی، تاج بخش، تاج گذار
915,Altin,التین,m,سنہری، سنہرا زریں
916,Altufail,التفعیل,m,پرانا عربی نام
917,Aluf,الُف,m,بہت دوستانہ، بہت واقف
918,Aluk,الُک,m,رسول، سَفير
919,Alva,الوا,m,اعلٰی دوست، پُرانے دوست
920,Alvah,الوہ,m,شاندار
921,Alvan,الوان,m,شاندار
922,Alvand,الوند,m,ایران میں پہاڑ کا نام )ہمدان کے قریب(
923,Alwan,علوان,m,اونچائی
924,Alwaz,الوز,m,روشنی، چمک دمک، اجلا پن
925,Aly,اعلے,m,اعلٰی، معزّز
926,Alyasaa,الیسا,m,الیشع - ایک نبی
927,Alyun,علیون,m,جنت
928,Amaad,عماد,m,اعتبار
929,Amaal,آمال,m,امیدیں
930,Amaan,امان,m,تحفظ.، خوف کے بغیر
931,Amaanat,امانت,m,ضمانت، جمع کروانا، امانت رکھنا۔
932,Amad,عماد,m,اعتبار
933,Amadi,عمادی,m,خدا سے محبت کرنے والا
934,Amaer,عمیر,m,معمور، لبریز
935,Amahl,اماہل,m,اُمید، توقع
936,Amail,امیل,m,گلوبند، چمپا کلی، مالا
937,Amal,عمل,m,اميد لگانا، توقع
938,Amam,امام,m,"سلامتی, تحفظ، , حفاظت"
939,Aman,امان,m,حفاظت سلامتی، تحفظ، امن
940,Amanat,امانت,m,سپرد کی ہوئی چیز، تحویل میں دینا
941,Amanuddin,منددین,m,مذہب کا بھروسہ
942,Amanullah,امان اللہ,m,اعتبار، اللہ کا خیال
943,Amar,امر,m,حکم،فعل
944,Amarat,عمارت,m,علامت، نشان لگانا ۔، نشان
945,Amash,عمش,m,نیک
946,Amat,عمات,m,غلام، زر خريد غلام
947,Amatullah,عمات اللہ,m,خدا کا غلام
948,Amazir,اماظر,m,بہادر
949,Amdad,امداد,m,نظر رکھنے والا
950,Amdah Tulmalak,عمدہ الملک,m,خطاب
951,Amdar,عمدار,m,رخسار
952,Amdat,امدات,m,بَھروسَہ، اعتماد
953,Ameed,عمید,m,امیر
954,Ameedar,عمیدر,m,نازک
955,Ameel,عمیل,m,تاجر
956,Ameem,عمیم,m,کامل،پورا
957,Ameen,امین,m,امانت رکھنے والا
958,Ameeque,عمیق,m,گہرا
959,Ameer,امیر,m,حاکم، سردار
960,Ameer Hassan,امیر حسن,m,نیک بادشاہ، نیک انسان
962,Amerr,امر,m,حکم، فرمان
963,Amers,عمرس,m,مضبوط
964,Amerulla,مریول,m,شہزادہ، راجا
965,Amerzgar,آمرزگاہ,m,بخشنےوالا، معاف کرنے والا
966,Amerzish,آمرزش,m,بخشش
967,Amesal,عمیثل,m,سست آدمی
968,Amev,عمو,m,عاجز
969,Amid,امد,m,ایک عظیم آدمی
970,Amiduddawlah,امعدودولہ,m,ریاست کی حمایت کرتے ہیں
971,Amil,عامل,m,عمل کرنے والا
972,Amim,عمیم,m,مکمل
973,Amin,امین,m,لائق اعتماد، ایماندار، دیانتدار
974,Amin Ameen,امین امین,m,قابل اعتماد، معتبر، وفادار
975,Amine,امینی,m,عادل، منصف، عدل پسند منصفانہ
976,Aminuddin,منددین,m,دین میں قابل اعتماد
977,Amir,عامر,m,آباد کرنے والا،بھرا ہوا
978,Amiri,امیری,m,راہبَرشہزاده
979,Amjad,امجد,m,بزرگ شریف
980,Ammaar,عمار,m,تاج
981,Ammad,عماد,m,ستون،کھمبا
982,Ammamah,عمامہ,m,تاج
983,Amman,عمان,m,محافظ
984,Ammar,عمار,m,خوشحال، خوشیوں بھرا، بنانے والا
985,Ammarah,عمارہ,m,وقت کا پابند، فرمانبردار، تابعدار
986,Ammeer,امیر,m,حاکم، مالدار، سردار
987,Ammir,آمر,m,حاکم، حکم دینے والا
988,Ammrad,عمرد,m,طاقتور
989,Amn,امن,m,امان، آرام، تسکین
990,Amon,آموں,m,ترکستان کا دریا
991,Amood,عمود,m,کمانڈر
992,Amool,عمول,m,محنتی
993,Amoon,آمون,m,ترکستان کا دریا
994,Amoozgar,آموزگار,m,استاد
995,Amoz,آموز,m,سیکھنے والا
996,Amozgar,آموزگار,m,استاد
997,Amparatur,آمپاراتر,m,حاکم، بادشاہ، شہنشاہ
998,Amr,امر,m,حکم، ہدایت
999,Amrat,عمرط,m,بہادر
1000,Amro,عمرو,m,پرانا عربی نام
1001,Amrullah,امرلله,m,اللہ سبحانہ وتعالی کا حکم
1002,Amud,امُد,m,مدد کرنا، سردار، معتبر رسول
1003,Amun,امُن,m,معتبر، قابل اعتماد ۔
1004,An-Ul-Noor,عین النور,m,ایک ستارہ
1005,Anabat,انابت,m,توبہ
1006,Anabi,عنابی,m,سرخ
1007,Anabiss,عنابس,m,شیر
1008,Anadel,عنادل,m,بلبل
1009,Anahid,اناہید,m,معصُوم، عفیف، بے عیب
1010,Anaid,عنید,m,باغی
1011,Anan,عنان,m,جیتا ہوا
1012,Anaq,عناق,m,ملنا
1013,Anas,انس,m,آواز سننا، سماعت کرنا، حضور ﷺ کے پیارے صحابی کا نام
1014,Anasah,أنساه,m,پیغمبر کے آزاد کردہ غلام کا نام تھا
1015,Anayat,عنایت,m,مہربانی، توجہ
1016,Anayet,عنایت,m,توجہ
1017,Anbaar,عنبار,m,روشنی
1018,Anbas,عنبس,m,شیر
1019,Anber,عنبر,m,موم
1020,Anbisat,انبساط,m,راحت،خوشی
1021,Andal,عندل,m,بلبل
1022,Andam,أندم,m,ہمیشہ کے لیے، دائما، مَتواتَر
1023,Andary,آندرے,m,نڈر، بے باک
1024,Aneef,عنیف,m,تیز
1025,Aneel,انوپ,m,بے مثال
1026,Aneen,انین,m,اچھا، متوجہ کرنے کے لیے بے
1027,Aneeq,عنیق,m,پیار سے گردن میں بانہیں ڈالنے والا
1028,Aneq,آنق,m,مبارک چاند
1029,Anesh,عانش,m,صلح
1030,Anfas,عنفاص,m,"روح ,روح، ,افراد"
1031,Anfwan,عنفوان,m,طاقتور
1032,Angar,عنجر,m,انگارا ۔، چنگاری
1033,Anhazrat,آنحضرت,m,آں سردار، وہ بزرگ ۔وہ سردار
1034,Aniar,عنیار,m,روشن
1035,Anif,عنیف,m,عظيم، شان دار
1036,Anife,عنیف,m,لڑاکا
1037,Aniq,انیق,m,خوش آئند
1038,Anique,عنیق,m,گردن
1039,Anis,آنیس,m,ساتھی
1040,Anjab,انجب,m,بڑا شریف
1041,Anjam,انجم,m,اجرام فلکی، ستارہ
1042,Anjeel,انجیل,m,خوشخبری
1043,Anjjum,انجم,m,نجم کی جمع، ستارے
1044,Anjnab,آنجناب,m,کلمہ تعظیم،جناب والا
1045,Anneen,عنین,m,کمزور
1046,Annees,انیس,m,محبت رکھنے والا، دوست غم خوار
1047,Annwaar,انوار,m,نور کی جمع، اجالا، چمک
1048,Annwar,انور,m,بہت روشن
1049,Anosha,انوشہ,m,دولہا
1050,Anoushiravan,انوشیروان,m,فارسی بادشاہ کا نام
1051,Anq,آنق,m,خوش و خرم ہونا، پر مسرت ہونا
1052,Anqad,عنقاد,m,انگور
1053,Ans,انس,m,اُنسن رکھنے والا، محبت کرنے والا،ہمدرد،غمگسار
1054,Ansab,انسب,m,مناسب ترین
1055,Ansar,انصر,m,مدد کرنے والا
1056,Anser,عنصر,m,ہمت، بنیاد، لارفی
1057,Anshaad,انشاد,m,شعر پڑھنا
1058,Ansur,انصار,m,ناصرکی جمع، مدد گار
1059,Antar,عنطر,m,دلیری
1060,Antarah,انترہ,m,نڈر، بہادری
1061,Anwarussadat,انورسداۃ,m,شہزادے کی سب سے زیادہ شاندار
1062,Anzaal,انزال,m,نازل ہوا
1063,Anzaar,انظار,m,تحفہ
1064,Anzam,انظام,m,آرائش
1065,Anzar,عنضر,m,خالص سونا، چاندی
1066,Aoon,عون,m,مددگار
1067,Aoud,اؤد,m,متبادل، معاوضہ
1068,Aoun,عون,m,مدد، خیرات
1069,Aous,اوس,m,عوض،بدلہ،عطا،عنایت
1070,Apporap,اپورپ,m,انوکھا
1071,Aqa,آقا,m,آقا، مالک
1072,Aqaab,عقاب,m,شاہین
1073,Aqal,عقل,m,عَقل مند
1074,Aqamat,اقامت,m,قائم ہونا
1075,Aqasi,آقاسی,m,دیوان خانہ کا داروغہ
1076,Aqbal,اقبال,m,کامیابی و کامرانی، ترقی، اقرار، طالع، قسمت، مقدر، اعتراف، اقرار
1077,Aqd,عقد,m,ہار
1078,Aqdam,عقدام,m,تمام سے بہتر، بے خوف ترہن، دلیر
1079,Aqdas,اقدس,m,بہت پاک، بزرگ
1080,Aqeeb,عقیب,m,پیروکار، پیھچے
1081,Aqeed,عقید,m,عہدو پہچان کرنے والا
1082,Aqeef,عقیف,m,باغی
1083,Aqeel,عقیل,m,دانا، عقلمند
1084,Aqeeq,عقیق,m,ایک پتھر کا نام
1085,Aqeil,عقیل,m,عِلم ۔، دانِش
1086,Aqel,عقیل,m,دانا، عقلمند
1087,Aqib,عاقب,m,نائب
1088,Aqid,عاقد,m,وعدہ کرنے والا
1089,Aqidah,عقیدہ,m,عقِيدہ، يَقِين
1090,Aqil,عاقل,m,عقلمند
1091,Aqilah,عقیلہ,m,ذہین، ہوشيار
1092,Aqiq,عقیق,m,سرخ قیمتی پتھر
1093,Aqir,عاقر,m,ریت
1094,Aqish,اقش,m,مدد گار
1095,Aql,عقل,m,مقیاس ذہانت، عقل
1096,Aqlah,عقلہ,m,بند
1097,Aqleem,اقلیم,m,ولیات، ملک
1098,Aqmaar,اقمار,m,چمکتا ہوا، روشَن فِکَر، منّور
1099,Aqool,عقول,m,سمجھدار
1100,Aqqaad,عقاد,m,لوازمات آرائش، خوردہ فروش
1101,Aqqad,عقد,m,خوردہ فروش، لوازمات آرائش
1102,Aqrab,عقرب,m,برج عقرب کا نشان (بچھو)
1103,Aqtab,اقطاب,m,سربراہ
1104,Aqul,اقُل,m,ذہین، عقلمند
1105,Aqwa,اقوا,m,ہمت والا، مضبوط
1106,Ara,عرا,m,آراستگی، آرایش، زیور
1107,Arab,عرب,m,چاہ، خواہش کرنا
1108,Arabi,عربی,m,خوش اخلاق، ۔ مُلَک عرَب يا اہلِ عرَب سے مُتعلِق
1109,Arad,ارد,m,فرشتہ کا نام
1110,Arafah,عرفہ,m,پیدل پہرا، دربان، بے خوابی
1111,Arafat,عرافات,m,پہاڑ کی شناخت
1112,Araheem,عراہیم,m,شیر
1113,Araib,اریب,m,دانا،عقل مند
1114,Araiz,آریز,m,قومی رہنما.
1115,Aram,ارم,m,خاموشی، سکوت
1116,Aram Jaan,آرام جان,m,دل پسند ، پیارا
1117,Aram Jan,آرام جان,m,دل پسند،پیارا،محبوب
1118,Aran,ارن,m,قفقاز میں ایک سابق فارسی صوبہ
1119,Arang,ارنگ,m,لون پیما، رنگ پیما، رنگ
1120,Arashah,اراشہ,m,عرب کےبادشاہ
1121,Arashk,ارشک,m,اشکانیان خاندان کے پہلے بادشاہ
1122,Arasto,ارسطو,m,عقل و فہم والا،مشہور فلسفی
1123,Arastoo,ارسطو,m,ارسطو
1124,Araysh,عریش,m,سایہ انداز، سایہ کیا
1125,Arbaa,عربہ,m,بدھ یا چوتھے
1126,Arbaan,عربان,m,لکھاری
1127,Arbaaz,ارباز,m,باز، شاہین، شِکرا
1128,Arbab,ارباب,m,پالنے والا٬ پرورش کرنے والا، خداَ، خیال رکھنے والا
1129,Arbad,اربد,m,مضبوط، پائیدار، پکا
1130,Arda,اردہ,m,(ساسانی مدت کے دوران) ایک پادری کا نام
1131,Ardaan,اردعان,m,نر باز
1132,Ardalan,اردلان,m,کرد قوم کی ایرانی زُبان، کردوں یا اِن کی زُبان سے مُتعلِق
1133,Ardam,ردم,m,بہادر
1134,Ardaz,اردز,m,قوی ہونا ۔استوار
1135,Ardeshir,اردیشر,m,ساسیئن سلطنت کے بانی کا نام
1136,Ardil,اردل,m,بہادر۔دلیر
1137,Ardin,اردین,m,امتحان ۔تجربہ
1138,Ardoon,عردون,m,فارسی بادشاہ کا نام
1139,Ardsher,ارشیر,m,شیر کے غصے والا۔غصیلا
1140,Ardun,عردون,m,فارسی بادشاہ کا نام
1141,Areeb,اریب,m,عقلمند
1142,Areef,عریف,m,سیکھا، ماہر
1143,Areel,اریل,m,دلیر
1144,Areen,عرین,m,جنگل
1145,Arees,عریس,m,کاشتکار، کسان
1146,Areesh,عریش,m,سائبان، چھپر، باغ میں بنا ہوا مکان
1147,Areez,عریض,m,عرض کرنے والا
1148,Areezz,عریض,m,وسیع
1149,Aref,عارف,m,دانا، فاضل عالم، حکمت
1150,Arem,عارم,m,شرارتی
1151,Arfaat,عرفات,m,ایک مشہور جگہ کا نام
1152,Arfah,ارفع,m,اونچا۔اعلیٰ۔بلند مرتبہ
1153,Arfain,عارفین,m,اللہ کا دوست
1154,Arfan,عرفان,m,فہیم
1155,Arfee,ارفی,m,کسی سے پناہ لینا
1156,Arfeen,عارفین,m,راہ نُما ۔، راہبَر
1157,Arghwan,ارغوان,m,سرخ اور نارنجی رنگ کا
1158,Arhaam,ارحام,m,رحم کرنے والا، نرم دل
1159,Arham,ارحم,m,سب سے زیادہ رحم کرنے والا یا مہربان
1160,Aria,عریہ,m,آریائی، اوائلی، نَسلِيات
1161,Arib,آرب,m,مضبوط، قوی
1162,Arid Sher,آرد شیر,m,شیر کے غصے والا
1163,Arief,عارف,m,عقلمند، ہوشيار
1164,Arif,عارف,m,خدا شناس، ولی
1165,Arifaen,عارفین,m,اللہ کو جاننے والے
1166,Arifain,عارفین,m,ولی اللہ
1167,Arifin,عارفین,m,اولیاء
1168,Arikah,اریکہ,m,سجایا ہوا تخت شاہی
1169,Arindah,آرندہ,m,لانے والا
1170,Ariq,آرق,m,گہری جڑیں
1171,Arish,عریش,m,خدا ترس، انصاف نیک، صالِحَ
1172,Aristotle,ارسطو,m,عقل و فہم والا، قوتِ مشاہدہ میں تیز ترین
1173,Ariz,عریض,m,مضبوطی سے، مضبوط
1174,Arizm,آرزم,m,لڑائی،جنگ
1175,Arj,آرج,m,قابلیت ،ذہانت
1176,Arjal,ارجل,m,وہ گھوڑا جس کا ایک پائوں سفید اور باقی تین دوسرے رنگ کے ہو
1177,Arjan,ارجن,m,ایک قسم کا بادام کا پہاڑ، ایک قسم کا سرو (درخت)
1178,Arjat,عرجت,m,چاند
1179,Arjmand,ارجمند,m,کَريم، سَخی، افراط سے
1180,Arjomand,ارجُمند,m,عظیم الشان، پیارا، محبُوب
1181,Arkaan,ارکان,m,اصول، ذہن نشین کرنا، دل نشین کرنا
1182,Arkan,ارکان,m,مرتبے والا
1183,Arkhun,ارخُن,m,سردار
1184,Armaan,ارمان,m,فوجی
1185,Armghan,ارمغان,m,ہدیہ،سوغات،تحفہ
1186,Armidah,آرمیدہ,m,راحت و چین، آرام والا
1187,Armiya,ارمیا,m,خدا مقرر کر چکا ہے
1188,Armoun,ارمون,m,جزوی ادائی، ضمانت
1189,Armughan,ارمغان,m,ہدیہ، تحفہ، عطیہ
1190,Armun,ارمون,m,حلف، بیانا
1191,Armzaan,ارمضان,m,۔تحفہ۔سوغات۔
1192,Aron,ارون,m,قفقاز میں ایک سابق فارسی صوبہ
1193,Aroof,عروف,m,صابر و شاکر، پہچاننے والا، صبر کرنے والا، برداشت كرنے والا
1194,Arooj,عروج,m,ترقی
1195,Arooz,عروض,m,کنارہ
1196,Arpan,آرپن,m,صدقہ، قربانی،خیرات
1197,Arqam,ارقم,m,مصنف، بہترین لکھنے والا، تحریر کرنے والا
1198,Arr,عر,m,نیک
1199,Arreem,عریم,m,مصیبت
1200,Arreer,عریر,m,اجنبی
1201,Arrees,عریس,m,محافظ
1202,Arrshi,عرشی,m,فرشتہ
1203,Arrzaal,عرذال,m,شیر
1204,Arsaal,ارسال,m,ایک جو بھیجا گیا تھا
1205,Arsal,ارسل,m,روانہ کرنا
1206,Arsalaan,ارسلان,m,شیر، جنگل کا بادشاہ
1207,Arsalan,ارسلان,m,شیر، بندہ، بہادر شخص، نڈر
1208,Arsam,عرصم,m,شیر
1209,Arsee,ارصی,m,مضبوطی سے رہنا۔ثابت قدم رہنا
1210,Arsel,ارسل,m,بھیجنے کے لئے، جہاز کے لئے، روانہ کرنا
1211,Arselan,ارسلان,m,تحفہ
1212,Arshama,عرشما,m,دوریس بادشاہ کے دادا کا نام
1213,Arshaq,ارشاق,m,خوبصورت، مطابق کیا
1214,Arshasb,ارشاسب,m,ایک پرانا فارسی نام
1215,Arshavant,ارشاوانت,m,خدا، خدائی، نیکی
1216,Arshed,ارشد,m,ہدایت یافتہ
1217,Arsheq,ارشق,m,بلند مرتبہ والا، با عزت
1218,Arshman,عرشمان,m,عرش کا شہزادہ، آسمان کا راجہ
1219,Arshtkaesha,ارشتکیشہ,m,تقلید پسند ۔، صحیح العقیدہ، راسخُ العقیدہ
1220,Arshya,عرشیہ,m,مسند، تختِ شاہی، مُتَّقی
1221,Arsia,ارسیہ,m,راج گدی، مسند، تختِ شاہی
1222,Arslaan,ارسلان,m,بہادر، نڈر، دلیر
1223,Arslan,ارسلان,m,شیر، بندہ، بہادر شخص، نڈر
1224,Arsul,ارسُل,m,پیغام رساں، پیام بر
1225,Artadukht,آرتدخت,m,نیک بیٹی
1226,Artakh,ارتاخ,m,خوش ہونا۔پر مسرت ہونا
1227,Artash,ارتاش,m,خوشحال ہونا۔آسودہ حال ہونا
1228,Artay,ارتے,m,مضبوط، طاقت ور
1229,Arteshtar,ارتیشتر,m,سپاہی، فوجی، جنگجو
1230,Artfia,ارتفی,m,پسند کرنا ۔منتخب کرنا
1231,Artin,عرتن,m,ایک مادیوں بادشاہ صالحین کے نام
1232,Arufah,عروفہ,m,ذہین، متحمل
1233,Aruz,اروز,m,شاعری، نظم
